dgp,n,lag,rep,causal,method,stat,pvalue,reject,elapsed
S1,500,1,70,False,drgc,0.7157715771154557,0.39478957915831664,False,5.244042999998783
S1,500,1,70,False,drgc_naive,0.4957364522294733,0.9539078156312625,False,1.2030097000024398
S1,500,1,70,False,nhkj,-0.5616286668710061,0.7128154776599758,False,0.10548030000063591
S1,500,1,71,False,drgc,0.7559233428674821,0.3927855711422846,False,5.2553333999967435
S1,500,1,71,False,drgc_naive,0.720007817099526,0.7995991983967936,False,1.1986713000005693
S1,500,1,71,False,nhkj,0.8271299892981954,0.2040816940144332,False,0.10111509999842383
S1,500,1,72,False,drgc,0.78961766461614,0.2665330661322645,False,5.249025600001914
S1,500,1,72,False,drgc_naive,0.6210926887578894,0.8917835671342685,False,1.1991474000024027
S1,500,1,72,False,nhkj,-0.014229693138560536,0.5056766346580236,False,0.10309520000009798
S1,500,1,68,False,drgc,0.9900195990659074,0.15430861723446893,False,5.484657300003164
S1,500,1,68,False,drgc_naive,0.9789236215771613,0.5190380761523046,False,1.2174578999984078
S1,500,1,68,False,nhkj,0.697736699079817,0.24267093636513914,False,0.09990619999734918
S1,500,1,69,False,drgc,1.082458678309647,0.1623246492985972,False,5.395378100001835
S1,500,1,69,False,drgc_naive,1.0591247776940775,0.5050100200400801,False,1.196434199999203
S1,500,1,69,False,nhkj,0.021475331701601822,0.491433240687418,False,0.0963874000008218
S1,500,1,73,False,drgc,0.9532039145932952,0.09418837675350701,False,5.319431500000064
S1,500,1,73,False,drgc_naive,1.016039592240837,0.4729458917835671,False,1.2190025000018068
S1,500,1,73,False,nhkj,2.0748129656968137,0.019001936226325535,True,0.0999011999956565
S1,500,1,75,False,drgc,0.8452523253952684,0.24649298597194388,False,5.321400399996492
S1,500,1,75,False,drgc_naive,0.8783170541351828,0.6132264529058116,False,1.2171596999978647
S1,500,1,75,False,nhkj,0.38883301335997245,0.34869983883447975,False,0.10215489999973215
S1,500,1,74,False,drgc,0.3228689645375777,0.905811623246493,False,5.350910100001784
S1,500,1,74,False,drgc_naive,0.6525056948689053,0.8797595190380761,False,1.228887700002815
S1,500,1,74,False,nhkj,0.08128393172770657,0.4676080761630943,False,0.10670920000120532
S1,500,1,76,False,drgc,0.4141051475171264,0.779559118236473,False,5.259610000000976
S1,500,1,76,False,drgc_naive,0.2973876403337408,0.9939879759519038,False,1.2292495000001509
S1,500,1,76,False,nhkj,-0.09777727740132332,0.5389454245413985,False,0.1056313000008231
S1,500,1,77,False,drgc,0.5730429928660132,0.6212424849699398,False,5.033811599998444
S1,500,1,77,False,drgc_naive,0.5484631902090382,0.9238476953907816,False,1.2243120999992243
S1,500,1,77,False,nhkj,0.7968960588545445,0.21275569999918448,False,0.09504519999609329
S1,500,1,79,False,drgc,0.7925571918419647,0.36472945891783565,False,4.952713099999528
S1,500,1,79,False,drgc_naive,0.822441164705986,0.7154308617234469,False,1.1992824999979348
S1,500,1,79,False,nhkj,0.5549699316958535,0.2894576136014626,False,0.09958970000297995
S1,500,1,78,False,drgc,1.0746139160452262,0.06813627254509018,False,5.038772799998696
S1,500,1,78,False,drgc_naive,1.1463140136439853,0.3486973947895792,False,1.2148872000034316
S1,500,1,78,False,nhkj,0.12077606786450093,0.4519342031987903,False,0.09739830000034999
S1,500,1,81,False,drgc,0.5244034337516917,0.6392785571142284,False,4.988849099994695
S1,500,1,81,False,drgc_naive,0.6370020022266502,0.8617234468937875,False,1.2483500000016647
S1,500,1,81,False,nhkj,0.7416431213102337,0.2291517949374583,False,0.10053500000503846
S1,500,1,80,False,drgc,0.43968428924727254,0.7755511022044088,False,5.055827999996836
S1,500,1,80,False,drgc_naive,0.3273944721923148,0.9959919839679359,False,1.2349815999987186
S1,500,1,80,False,nhkj,0.9661459734889378,0.16698557132376118,False,0.10168279999925289
S1,500,1,82,False,drgc,1.2301907318541352,0.06212424849699399,False,5.028796300000977
S1,500,1,82,False,drgc_naive,1.0143657097580252,0.6212424849699398,False,1.2239064000023063
S1,500,1,82,False,nhkj,-0.19346063026561997,0.5767008819655136,False,0.10326119999808725
S1,500,1,83,False,drgc,1.128151282437697,0.06412825651302605,False,5.057079699996393
S1,500,1,83,False,drgc_naive,1.0459816044539025,0.42084168336673344,False,1.2464872999989893
S1,500,1,83,False,nhkj,1.7040829605204648,0.044182794745661766,True,0.10019860000465997
S1,500,1,84,False,drgc,1.4636022832146616,0.02404809619238477,True,4.987744599995494
S1,500,1,84,False,drgc_naive,1.3265447476421128,0.25250501002004005,False,1.2453592000019853
S1,500,1,84,False,nhkj,1.9958296610575705,0.02297623353383708,True,0.09599529999832157
S1,500,1,85,False,drgc,0.48156005277145914,0.7034068136272545,False,4.951463900004455
S1,500,1,85,False,drgc_naive,0.4756285090367327,0.9519038076152304,False,1.2549416000038036
S1,500,1,85,False,nhkj,0.4659270391029536,0.32063386303762087,False,0.09935050000058254
S1,500,1,86,False,drgc,0.36214565458690734,0.8957915831663327,False,5.1024094999957015
S1,500,1,86,False,drgc_naive,0.46080845196572784,0.9579158316633266,False,1.2018126999973902
S1,500,1,86,False,nhkj,-0.28414837692836586,0.6118516626362475,False,0.09931309999956284
S1,500,1,87,False,drgc,0.8021335251613948,0.26452905811623245,False,5.103557299997192
S1,500,1,87,False,drgc_naive,0.9142247672079146,0.5470941883767535,False,1.1507786000001943
S1,500,1,87,False,nhkj,0.13395285667665482,0.4467199266436348,False,0.09691019999445416
S1,500,1,88,False,drgc,0.29653499246526305,0.969939879759519,False,4.892275899997912
S1,500,1,88,False,drgc_naive,0.38547925993593724,0.9959919839679359,False,1.1631265999967582
S1,500,1,88,False,nhkj,1.177554512969366,0.11948712650076804,False,0.10576260000379989
S1,500,1,89,False,drgc,0.7360130219708407,0.4028056112224449,False,4.894944400002714
S1,500,1,89,False,drgc_naive,0.6469551338452844,0.8797595190380761,False,1.168982999995933
S1,500,1,89,False,nhkj,0.8277692617215611,0.20390059286510925,False,0.10205349999887403
S1,500,1,90,False,drgc,0.4228504335248974,0.8216432865731463,False,4.898610399999598
S1,500,1,90,False,drgc_naive,0.42003701387307524,0.9779559118236473,False,1.154802600001858
S1,500,1,90,False,nhkj,1.046713987436384,0.14761575529115767,False,0.09568639999633888
S1,500,1,91,False,drgc,0.7513715952914596,0.4188376753507014,False,4.928433400003996
S1,500,1,91,False,drgc_naive,0.6691129133867559,0.8396793587174348,False,1.1597190000029514
S1,500,1,91,False,nhkj,0.8167223159758508,0.20704356765823695,False,0.0952672999992501
S1,500,1,93,False,drgc,0.25839285281671087,0.9819639278557114,False,4.936046700000588
S1,500,1,93,False,drgc_naive,0.31786211295938926,0.9959919839679359,False,1.1687205999987782
S1,500,1,93,False,nhkj,0.7566187394562842,0.2246391555488379,False,0.09968120000121417
S1,500,1,92,False,drgc,0.5426788978382412,0.6833667334669339,False,5.0282843000022694
S1,500,1,92,False,drgc_naive,0.4347402156343721,0.9859719438877755,False,1.1664440000022296
S1,500,1,92,False,nhkj,0.7240980740670216,0.23450276344926313,False,0.10730719999992289
